,CL3,CC1,SV1,M31Fcsw,M11Fcsw,M31Plmr,M11Plmr,F21Plmr,M31Tong,M11Tong,LMEpi24M,SLEpi20M,AQC1cm,AQC4cm,AQC7cm,NP2,NP3,NP5,TRRsed1,TRRsed2,TRRsed3,TS28,TS29,Even1,Even2,Even3
306684,452,1097,156,0,0,0,50,0,1,1,0,83,360,429,357,1,0,0,1,0,1,0,0,5,3,0
540217,249,1265,1144,1,2,25,79,54,1,0,0,133,181,83,65,2,2,1,3,6,0,0,0,2,5,12
534067,9,168,447,0,2,2,221,2,3,0,4,4318,674,594,1125,4,1,2,2,1,0,2,3,8,2,0
252037,25,341,4,0,0,1,2,7,0,0,13,7,218,228,182,0,2,1,0,0,0,0,0,1,0,1
211909,61,1328,289,1,0,0,0,12,0,0,0,1,17,16,17,0,1,0,0,0,0,0,0,0,6,1
528336,202,1117,26,1,1,0,1,0,2,1,4,20,435,354,205,1,0,0,0,0,0,1,0,2,2,0
572138,17,26,331,1,0,0,4,1,4,1,44,8444,95,23,67,0,2,4,1,1,0,2,1,6,0,3
583654,186,2147,32,1,1,0,2,0,1,0,0,1,1,1,20,1,0,0,0,1,0,0,0,2,6,1
109907,984,2675,67,1,3,3,83,1,2,2,9,9,1650,2617,2145,10,1,1,0,1,0,0,3,10,4,1
541963,151,1501,110,1,0,0,20,0,0,1,1,459,99,156,94,0,0,1,0,1,0,0,0,1,2,1
245652,6,7,3,0,0,0,0,1,3,0,5,1631,315,168,202,2,1,0,0,0,0,0,1,0,1,0
211598,258,1527,3,0,0,0,0,0,0,0,1,0,1,4,6,0,0,0,0,0,0,0,0,2,4,0
213892,744,1973,13,1,0,0,0,0,0,0,0,0,13,44,69,0,0,0,0,13,2,0,0,3,3,1
328627,444,56,6,0,0,0,0,0,0,3,1,2,208,410,351,5,0,1,0,0,0,0,0,4,1,0
47339,456,1329,94,0,1,1,0,0,0,0,1,0,242,251,131,1,1,0,0,0,0,0,1,6,2,1
363617,89,1118,1205,2,1,0,11,5,0,1,0,8,0,10,2,0,0,0,0,0,0,0,0,1,4,1
278390,1589,2748,105,0,0,0,8,0,2,1,1,15,712,905,766,4,0,2,0,0,1,3,4,10,3,0
563390,733,445,151,0,0,3,8,0,0,0,4,3,153,215,170,0,0,0,0,0,0,0,0,2,3,0
317096,200,406,58,0,0,1,8,2,0,1,4,0,115,192,145,1,0,0,0,0,0,0,1,10,7,1
556825,779,615,29,0,1,1,0,0,0,0,0,1,70,72,37,0,0,1,0,0,0,0,0,2,1,1
280545,330,952,24,0,0,0,14,0,0,0,0,5,15,103,40,0,1,0,0,0,0,0,0,6,1,0
113866,4113,1020,519,0,1,1,7,2,3,0,11,233,185,198,151,1,3,2,2,0,4,4,2,19,11,4
565399,6043,3822,5217,2,2,13,8,12,5,0,2,4,9,11,11,1,3,0,1,1,1,2,0,24,5,9
586693,1787,306,154,1,0,0,31,3,1,0,1,4,30,25,11,0,0,2,0,0,1,0,0,7,4,1
554086,58,188,462,0,0,8,66,27,0,0,1,10,74,78,69,0,0,0,0,0,0,0,0,3,0,1
578565,6,39,1015,0,0,1,56,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
204795,24,155,2976,3,0,0,47,15,1,0,2,12,0,0,1,0,0,0,2,1,0,3,0,0,2,5
210176,49,296,3406,1,0,23,204,80,1,5,11,2027,11,6,14,0,1,1,3,3,1,2,0,1,2,9
123738,54,637,1565,0,0,6,25,28,0,0,0,1,4,9,3,0,1,0,1,1,0,0,0,1,1,0
594040,16,43,1018,0,0,0,2,34,0,0,0,7,0,0,1,0,0,0,0,1,0,0,1,0,0,3
134825,77,78,1971,1,0,28,139,87,0,0,2,2,1,1,1,0,0,0,0,6,1,0,0,0,1,3
250514,162,1916,1040,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,1
113307,427,1278,323,1,1,0,46,18,0,1,12,28,18,11,12,0,0,3,1,0,1,2,2,15,9,11
55504,825,948,415,1,0,1,86,7,1,0,1,1,9,26,27,0,0,0,1,2,0,0,0,1,1,0
249431,122,312,1769,1,0,1,8,16,0,0,4,0,1,3,1,0,0,1,0,1,1,1,1,1,6,6
362648,152,1205,827,0,0,0,2,0,0,0,0,9,3,5,6,0,0,0,0,0,0,1,0,2,2,0
152361,48,87,1740,0,0,0,0,0,0,0,0,0,4,14,6,1,0,0,0,0,0,0,0,1,0,6
553534,37,90,936,0,0,0,22,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,5
307031,504,416,106,1,1,0,0,0,0,0,0,0,6,22,25,0,0,0,0,0,0,0,0,3,2,0
250277,177,798,1125,2,0,1,13,13,0,0,47,25,119,113,66,3,1,1,0,0,1,0,1,3,4,1
240838,266,515,484,0,0,0,1,0,0,0,0,14,14,8,9,0,0,2,1,2,0,0,0,4,2,3
250093,980,743,856,1,0,2,1,0,1,0,0,30,3,1,4,0,0,0,0,0,0,0,0,5,5,4
445860,202,848,1437,0,0,4,67,2,3,1,0,6,143,147,159,1,0,1,0,0,0,0,0,3,2,2
222632,36,58,3163,0,0,0,47,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,0,1,3
153138,17,129,2125,0,0,7,22,52,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2
562783,77,451,2481,0,0,2,143,39,1,0,1,5,71,98,107,1,0,0,0,0,1,0,1,0,4,7
155441,2,131,1349,1,0,0,114,110,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0
512264,1,48,4,0,0,0,2,0,0,2,3,9,755,1162,1098,6,2,0,1,1,0,0,1,4,2,0
58374,1393,83,6,0,0,0,1,0,0,7,679,45,5,0,1,0,0,0,0,2,0,1,1,8,0,0
127471,33,46,29,2,9,0,2,3,14,142,12175,13893,104,24,88,0,8,3,6,3,0,5,0,3,0,7
70346,30,34,10,1,3,0,1,0,17,338,28740,12813,85,25,98,5,5,2,4,3,3,4,1,7,4,13
206279,96,135,206,0,1,0,0,2,0,20,1852,308,49,5,10,1,2,0,0,0,0,0,1,1,0,2
241011,54,98,53,3,1,0,13,0,7,79,6061,1810,16,9,22,0,2,3,6,0,1,0,1,0,0,5
558023,43,528,54,0,4,0,0,0,9,3,52,19,3690,3610,3627,23,6,3,0,0,0,0,8,18,1,1
241123,79,202,252,0,4,2,20,10,6,67,3602,1852,73,47,62,1,3,5,0,0,2,0,0,8,8,4
228372,16,30,15,1,0,0,1,1,4,3,10,1933,1271,793,919,6,2,2,0,0,0,1,3,8,0,0
224117,69,2597,2,0,0,2,0,0,0,0,0,2,3,0,4,0,0,0,0,0,0,0,0,4,4,0
570489,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,7,3,172,1138,417,0,1,6,0,0
104828,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,16,10,1094,5,0,0,0,0,1,1,0
589064,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,5,12,1230,6,1,0,0,0,0,1,0
68979,0,1,0,0,2,0,3,0,47,3,0,0,11,6,2,0,1114,4695,9,3,0,0,0,1,1,1
591182,1,2,0,0,2,0,0,0,126,9,4,1,10,14,5,73,275,21030,30,4,0,1,4,4,1,5
101444,2,1,1,0,2,1,0,0,47,4,11,1,21,159,34,5954,97,4632,18,1,0,2,4,6,3,2
112960,11,92,1579,0,1,1,8,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,8
362018,1,0,2,0,0,0,0,0,0,1,207,11,472,389,196,3,0,0,0,1,1,0,0,4,1,0
572428,42,91,482,1,0,0,3,10,1,3,203,13,389,307,308,3,1,1,0,2,0,1,0,2,2,4
593891,575,2535,39,0,0,0,0,0,1,0,0,1,10,35,65,0,0,1,0,0,0,0,0,1,3,1
325203,7,109,1724,0,0,11,16,22,0,1,0,0,2,10,3,0,0,0,0,0,0,1,0,1,2,1
360637,71,1627,911,1,1,0,20,0,0,0,0,0,2,6,20,0,0,0,0,4,1,0,0,0,4,1
304950,0,0,0,0,0,0,0,0,2,0,2,0,0,3,0,0,0,3,182,579,400,0,0,6,0,0
277923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,17,355,778,2,0,14,0,1
276624,52,0,0,0,0,0,1,0,2,1,0,0,1,3,2,2,14,11,157,863,527,0,0,9,0,0
113624,11,28,1679,0,0,8,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5
304435,0,0,0,0,0,0,0,0,1,3,2,13,341,2473,2189,11,2,0,0,0,0,0,0,2,1,0
134526,0,1,0,0,2,0,0,0,0,1,1,9,285,828,798,6,0,0,0,0,0,0,1,1,0,0
535000,0,0,1,0,0,0,1,0,0,3,7,15,953,2560,2478,14,2,0,0,2,1,1,3,4,1,1
89676,1,0,1,1,0,0,0,0,0,0,2,11,481,1549,1688,7,1,1,0,0,0,0,2,0,0,0
312378,668,486,53,0,0,0,0,0,0,0,0,0,7,18,20,0,0,0,0,0,0,0,0,1,1,1
236940,514,334,166,0,0,0,0,0,0,0,0,0,13,53,40,0,0,0,1,1,9,0,0,1,2,0
306921,2569,4496,15,1,2,3,0,0,3,2,4,3,37,72,155,1,3,1,0,5,3,3,1,20,18,0
213599,1226,2040,3,0,1,5,0,0,2,1,1,0,22,50,71,0,1,0,0,3,4,1,1,10,5,0
208694,2672,1225,106,1,1,0,0,2,0,0,2,0,4,4,12,0,1,0,1,0,5,7,1,21,3,1
278272,2077,1909,132,0,1,0,0,2,1,0,0,0,2,1,2,0,1,0,0,3,7,1,1,10,7,1
237286,410,644,1,0,0,2,0,0,1,0,0,0,5,7,18,0,0,0,0,1,1,0,0,2,2,1
341275,227,184,1,2,0,0,0,0,1,0,0,4,327,361,580,3,1,1,0,0,0,0,1,0,3,0
535721,725,2184,50,0,1,2,0,0,2,0,0,1,7,17,28,0,1,0,0,0,2,0,1,4,6,0
359433,2,0,1,0,0,0,0,0,3,2,5,6,1204,1115,1139,8,4,0,0,6,14,0,3,9,2,1
1745,272,860,6,0,0,0,0,5,1,0,0,0,1,1,4,0,0,0,0,0,1,0,0,2,3,0
573607,375,1818,28,3,0,0,9,0,0,0,0,0,6,2,7,0,0,0,0,0,1,0,1,1,4,0
533587,525,906,16,0,0,2,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0
205994,166,1572,22,1,0,0,0,2,0,0,0,0,1,2,4,0,1,0,0,2,0,0,1,1,3,0
277931,1587,4145,90,0,3,1,7,0,1,0,1,0,7,6,12,0,0,0,0,0,1,1,0,6,16,1
509431,273,732,2,1,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0
306532,546,364,504,0,0,1,0,3,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2,3
587975,309,832,41,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0
112292,16,164,1437,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,4
113626,210,1214,6650,1,0,3,8,3,0,0,0,0,0,2,7,0,0,0,2,0,0,2,1,3,5,12
254353,108,14,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
238020,24,219,1158,0,0,1,6,4,0,1,1,1,2,0,0,0,0,0,4,0,0,3,0,0,1,10
242304,209,1912,97,0,0,2,33,21,0,0,0,0,4,0,5,0,0,0,0,0,1,0,0,2,11,2
562772,288,2045,241,1,0,2,23,0,0,0,0,19,51,30,26,0,1,1,1,1,1,0,0,3,6,2
130368,875,2877,284,0,1,11,43,33,0,0,0,0,125,58,66,0,0,1,1,1,0,0,0,4,8,2
590533,1,20,0,0,0,0,2,0,0,1,0,5,1204,165,201,1,2,0,0,0,0,1,3,4,1,1
130135,63,272,76,0,0,11,50,1,2,1,2,1,715,378,401,4,0,2,0,3,1,0,3,7,0,1
193738,350,1905,371,0,0,1,2,0,0,1,0,10,84,45,57,0,0,0,1,1,0,1,1,4,7,2
164562,135,311,3003,0,0,4,3,13,1,0,0,5,5,1,0,0,0,0,1,0,0,0,0,1,3,12
141698,45,214,1340,0,0,11,11,2,0,0,1,7,1,0,0,0,1,0,0,0,1,0,2,0,0,2
238914,14,42,1011,0,0,4,33,12,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3
240332,77,240,1340,0,0,0,25,20,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,2
213767,17,343,731,0,0,0,184,6,0,0,0,2,10,7,6,0,0,0,0,0,0,0,1,0,1,2
512304,25,42,1713,0,0,0,109,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,1,7
247010,177,324,7883,0,0,4,2,0,1,1,2,0,0,2,0,0,1,2,2,0,2,0,1,3,3,15
220006,83,125,2875,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,3,1,0,1,1,1,1,14
1791,51,231,3919,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
576793,177,167,1987,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
155327,1800,1515,3,1,0,0,7,0,3,1,1,1,2,12,0,1,0,0,0,0,0,1,0,14,3,0
560258,113,2049,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,4,0
286989,2703,76,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,2,0,0,8,0,0
533525,169,1521,0,0,0,0,0,1,0,0,1,0,10,30,66,1,1,0,0,0,0,0,0,1,1,0
235270,1164,4620,1,2,1,1,2,0,0,0,2,0,11,43,66,0,0,0,0,0,0,1,0,11,12,0
215700,885,3828,2,0,0,0,0,0,0,0,1,0,6,9,20,0,0,0,0,0,0,0,0,6,15,0
226137,143,1033,2,0,0,0,0,0,0,0,0,1,1,2,8,0,0,0,0,0,0,0,0,1,0,0
250258,7090,392,2,2,6,0,1,0,2,0,3,0,4,1,0,0,1,2,0,2,4,1,0,33,2,2
152830,2564,708,2,0,1,0,28,0,1,0,1,0,2,8,10,1,0,1,0,0,0,1,0,13,2,0
531776,1242,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0
204592,3904,340,0,1,1,0,0,0,2,0,1,0,9,3,4,1,0,1,0,0,1,0,0,23,4,1
217472,1720,689,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,0,1,0,3,3,2
253054,1278,114,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,1,0,6,0,0
513331,1663,405,0,0,0,0,10,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,1,0
328245,1212,539,1,0,1,0,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,8,1,0
160987,1326,905,1,1,0,2,1,6,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,8,4,1
534348,3373,218,1,1,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,1,1,1,18,0,0
112721,981,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,0
41797,1018,165,0,0,2,1,42,1,0,0,0,1,10,24,26,0,0,0,0,1,0,0,0,8,0,0
154268,3604,448,0,1,2,1,1,0,0,0,0,0,7,2,1,0,1,2,0,0,3,0,0,27,0,3
513998,998,41,0,1,0,0,46,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
557990,2706,223,3,1,1,1,5,0,1,0,2,0,4,0,8,0,0,0,0,0,1,0,0,15,2,0
145786,4610,1068,0,2,2,3,7,0,0,0,0,0,5,26,22,0,0,1,0,0,1,1,1,23,0,0
531025,568,684,2,0,1,0,0,0,0,0,2,0,11,67,114,0,1,1,0,1,1,0,0,3,1,1
111986,7620,47,3,4,2,0,0,0,1,1,2,0,7,2,1,1,1,0,0,1,2,1,2,45,1,2
154230,3034,1882,3,2,0,0,3,0,1,0,1,1,2,4,5,1,0,0,0,0,1,0,2,12,3,2
575937,2435,1400,3,0,0,0,1,0,0,0,0,0,3,1,1,1,1,1,0,1,3,1,1,13,5,1
552854,1586,885,2,0,1,0,0,0,1,0,1,0,4,3,1,0,1,0,0,0,0,0,0,4,3,0
221695,851,240,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,1,0
113959,6577,1879,4,3,2,0,4,3,2,0,3,1,13,15,15,0,5,2,1,1,1,2,2,41,5,1
113921,3471,244,1,1,1,0,1,0,0,0,1,0,2,3,2,0,0,0,0,0,1,1,0,12,0,2
215113,704,743,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,1,0
216553,753,419,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,0,0,0,1,8,4,0
227524,918,421,3,1,0,1,0,0,0,0,0,0,0,4,2,0,0,0,0,0,1,0,1,6,2,0
255838,768,573,8,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,1,1,0,1,6,1,0
279613,1312,32,0,0,0,0,16,0,1,0,0,0,1,6,4,0,0,0,0,0,1,0,1,9,1,0
113212,719,1207,3,0,2,0,0,0,1,1,0,0,4,1,9,0,0,1,0,0,0,0,0,5,5,0
224300,862,134,0,0,0,0,0,0,1,0,0,1,1,10,15,0,0,0,0,0,1,0,0,6,0,0
156635,1072,57,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,10,2,0
212596,1420,284,1,0,0,0,0,0,0,0,0,0,2,8,3,0,0,0,0,0,1,0,0,3,2,0
210872,3074,3,0,3,4,0,0,0,1,0,1,0,2,1,2,0,1,0,0,0,2,2,1,11,0,0
279297,17373,1540,7,7,4,3,27,1,2,0,8,1,38,17,13,4,1,3,0,0,4,1,3,94,7,3
151018,5243,439,2,1,1,0,0,0,1,0,2,0,3,2,0,0,1,0,0,0,0,3,2,29,0,0
154822,8236,2497,8,3,6,0,1,0,6,1,2,1,23,3,3,0,3,1,0,0,0,3,2,51,12,1
204462,1027,279,0,0,1,1,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,0,4,1,0
563862,2015,6,0,0,0,0,0,0,2,0,0,0,8,2,1,0,0,1,0,0,1,0,0,15,0,0
245411,1593,746,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,2,2,1,7,4,0
255584,4541,218,0,1,0,0,1,0,0,0,2,0,3,0,0,0,2,0,0,1,0,1,1,9,1,1
36155,33783,654,9,19,10,4,7,0,14,3,3,2,41,15,25,0,7,5,0,0,9,9,7,196,5,10
557785,11082,627,3,5,3,1,8,0,2,1,3,0,11,6,14,1,2,1,0,1,2,6,1,56,1,3
549552,3629,1222,4,2,0,0,3,0,1,1,0,0,8,6,0,1,2,0,0,1,0,3,1,24,5,1
78648,1422,300,1,1,1,2,16,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,4,1,0
547632,3150,638,0,1,1,0,2,0,1,0,1,1,4,4,3,0,2,2,0,0,2,5,0,17,3,1
553759,7,28,1118,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
287625,140,175,2662,0,0,3,17,2,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,4
356083,93,213,5006,1,2,5,15,10,1,0,1,0,1,5,2,0,1,2,9,0,2,0,1,2,2,15
156065,870,373,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,6,1,0
534479,775,311,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0
541524,1166,760,1,0,0,1,0,0,0,0,1,0,2,8,9,0,0,0,0,0,0,0,0,3,2,0
279571,990,1641,11,0,0,0,0,0,0,0,1,0,3,20,21,0,0,0,0,0,0,0,0,4,6,1
215356,1060,778,0,0,0,1,0,0,1,0,0,1,4,52,35,0,2,2,0,0,0,0,0,8,3,1
224203,602,333,25,0,0,1,0,0,0,0,0,0,10,61,44,1,0,0,0,1,0,1,0,5,2,0
582320,990,1020,804,0,0,8,14,3,1,0,1,1,147,136,119,0,2,0,0,0,2,0,0,6,2,3
151725,688,671,862,0,0,0,0,0,1,0,1,1,11,4,7,0,1,0,1,1,0,0,0,5,2,3
368658,478,111,456,0,0,0,0,0,0,0,1,0,10,12,10,0,0,0,0,0,1,0,0,3,1,0
121575,30,131,692,0,0,4,3,0,0,1,1,5,65,144,135,2,0,0,0,0,1,1,0,0,0,1
370090,176,279,684,0,1,0,2,0,0,0,2,0,13,16,27,0,0,1,8,44,34,1,0,1,1,5
530540,419,1230,1797,0,1,1,22,2,1,1,0,0,8,10,17,0,1,0,10,37,63,0,0,2,3,6
361764,415,483,1864,0,0,0,0,0,0,0,1,2,75,181,153,0,1,1,2,0,2,1,0,6,0,10
93865,1195,349,2748,0,0,0,9,3,3,0,1,0,13,28,22,1,0,2,1,1,4,1,2,6,2,7
527683,3503,1672,566,0,0,1,0,4,1,0,0,0,10,30,32,0,0,0,0,12,4,2,0,21,3,4
591433,73,528,585,0,1,8,16,2,1,0,0,0,24,24,15,0,0,0,0,0,0,0,0,2,0,1
209723,807,1429,170,0,0,0,15,1,0,0,1,2,33,81,92,0,2,0,0,0,0,0,1,3,3,0
206192,1036,1976,199,1,0,0,18,1,1,0,2,1,24,120,122,0,0,0,0,0,0,0,0,4,4,1
226487,142,375,99,0,1,2,5,0,0,0,1,0,43,182,228,4,1,0,1,0,3,0,0,2,0,1
18847,440,1254,53,0,0,0,0,0,0,0,1,0,3,15,10,0,0,0,0,0,1,0,0,0,1,0
279390,269,1190,7,0,0,0,0,0,1,0,0,2,99,154,79,1,0,0,9,18,11,0,1,4,1,1
141984,500,1006,5,0,0,1,0,0,2,1,0,0,184,86,112,0,1,0,0,0,0,1,2,9,0,0
280342,719,2308,365,1,0,0,1,0,1,0,0,0,5,7,14,0,0,0,0,0,0,0,0,3,6,1
240116,456,305,963,1,0,12,5,0,0,0,0,0,2,4,1,0,0,0,0,1,0,0,0,1,3,1
583119,10,17,1,0,2,0,0,0,3,1,0,1,508,558,529,4,0,0,0,0,3,1,2,4,0,0
350966,122,707,206,0,0,0,1,10,0,0,0,0,8,16,9,1,0,1,0,0,0,0,0,1,3,2
313276,137,362,613,1,0,2,0,1,0,0,1,1,12,21,44,0,0,0,0,1,0,0,0,3,3,1
540282,290,593,1183,0,0,2,2,5,0,1,0,0,1,3,1,0,0,1,0,0,0,0,1,0,4,4
245188,161,357,1253,0,0,2,9,15,0,0,0,0,2,4,3,0,0,0,0,2,1,0,0,0,4,1
571492,379,595,71,0,0,1,5,1,0,0,0,0,6,25,28,0,0,0,0,0,0,0,0,2,1,1
306180,4809,12023,1951,5,2,3,43,12,7,3,8,15,1593,2302,2410,11,7,2,3,3,7,2,5,40,28,4
514381,273,566,209,0,1,0,0,9,0,0,0,3,49,126,123,2,1,0,0,0,4,0,0,2,0,0
587313,253,547,113,1,0,1,3,0,0,0,0,0,13,32,30,0,0,0,1,1,0,0,0,1,0,0
329486,99,579,42,1,0,1,0,0,0,2,1,2,276,381,412,1,0,2,0,0,0,0,0,1,1,0
103326,1291,1998,64,0,2,1,2,0,1,0,0,0,7,29,45,0,0,1,0,0,0,1,1,2,7,1
279590,597,1132,8,0,0,0,0,0,0,0,0,0,12,27,22,0,0,0,0,0,0,0,0,2,3,0
225522,1144,2123,209,0,1,2,15,0,0,2,1,0,44,125,184,1,2,0,0,0,4,2,0,8,6,1
220395,709,778,4,0,0,0,0,0,0,0,1,0,6,2,15,0,0,0,0,1,0,1,0,3,0,0
273309,327,615,48,0,0,0,7,1,0,0,0,0,13,43,46,0,0,0,0,0,1,0,0,3,1,0
218467,1523,2818,649,2,1,0,23,0,1,0,1,0,49,142,163,1,2,0,0,1,2,0,0,12,14,5
142411,2,2,0,0,0,0,0,0,1,1,1,3,453,1000,1178,6,0,0,1,0,0,0,3,1,0,0
194730,3,62,3,1,0,0,0,0,0,1,5,6,274,460,483,3,0,0,0,2,0,0,0,0,4,0
222747,0,0,0,0,0,0,0,0,1,1,2,9,189,665,675,1,0,0,0,0,0,0,1,1,0,0
237457,0,4,0,0,0,0,1,0,1,0,2,6,179,678,764,4,2,0,0,5,10,0,0,0,0,1
63239,0,0,0,0,0,0,0,0,1,0,1,4,169,398,582,4,0,0,1,2,0,0,1,1,0,0
170193,0,2,0,0,0,0,0,0,0,1,2,5,130,498,549,8,0,0,1,0,0,0,1,1,1,1
543083,21,12,0,1,1,0,1,0,2,2,3,6,403,1326,1399,10,1,0,0,1,0,0,2,2,0,0
142591,0,0,0,0,0,0,0,0,0,1,4,2,170,544,698,10,1,1,0,0,1,0,1,1,0,0
272259,0,0,0,0,1,0,1,0,1,0,2,3,209,662,673,3,1,0,0,0,1,0,0,2,0,0
249729,488,416,197,0,0,0,0,1,0,0,0,0,5,14,16,0,0,0,1,0,0,0,0,1,2,0
111806,346,14520,191,1,2,1,0,3,0,1,1,0,0,1,1,0,1,1,0,0,3,2,0,2,39,2
581845,576,29,676,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,2
545378,38,1972,5,0,0,1,1,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,7,0
194029,25,1312,1,0,0,0,2,0,0,0,1,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0
522476,103,2804,3,0,1,2,0,0,1,0,0,1,19,43,47,0,3,0,0,0,0,0,0,2,7,2
259756,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1187,44,0,0,0,1,0
76549,254,258,499,0,0,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
223804,1119,749,412,0,1,0,0,1,2,0,0,0,19,57,28,0,0,0,0,9,6,1,0,4,2,2
204709,1,0,1,0,0,0,1,2,0,2,0,0,2,2,0,0,11,1,94,1620,963,4,0,9,1,0
556025,0,0,0,0,0,0,0,0,3,1,2,17,246,1383,749,8,2,0,0,0,0,0,0,2,0,0
51852,0,0,0,0,1,0,0,0,0,0,6,8,145,647,846,1,0,0,0,0,0,0,0,1,1,0
577111,0,0,0,0,0,0,0,0,0,0,5,5,78,508,551,4,0,1,0,0,0,0,0,1,0,0
105005,0,0,0,0,0,0,0,0,1,1,6,12,196,910,1647,12,0,3,1,0,0,0,1,0,0,0
551656,0,0,0,0,0,0,0,0,1,1,4,9,94,1204,1376,7,0,0,0,0,0,0,0,0,0,1
252035,1,2,0,0,0,1,2,0,4,4,21,35,773,4052,6206,31,3,1,2,2,9,1,2,5,0,1
203996,5,4,0,1,2,1,1,0,11,13,41,78,6616,8103,12255,59,13,9,1,1,6,3,11,29,2,3
567353,0,0,0,0,0,0,0,0,0,1,1,14,304,1381,1506,7,0,1,0,0,0,0,1,0,2,0
264692,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,0,2,12,546,432,277,1,0,4,0,2
581655,679,384,2,0,0,0,0,0,0,0,0,1,9,7,31,1,0,0,0,0,1,0,0,3,1,0
144091,439,150,0,0,1,0,1,0,1,1,12,17,398,1331,1305,8,1,0,0,1,1,0,0,4,0,0
510686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,391,513,149,1,0,2,1,1
258358,1,0,0,0,0,0,0,0,1,0,0,2,22,136,135,0,7,1,119,484,346,0,0,4,0,0
523166,0,0,0,2,0,0,0,1,0,0,1,1,7,67,31,2,0,0,59,1207,1036,2,1,3,0,0
334374,1,0,0,0,0,0,1,0,3,0,0,0,14,8,1,298,1931,212,29,5,1,1,0,0,0,1
545467,1,0,0,0,0,0,0,0,1,2,1,0,1,31,4,823,12,25,344,180,43,0,0,0,0,2
41135,0,0,0,0,0,0,0,0,1,0,0,0,6,4,2,175,962,18,3,0,1,0,0,0,0,0
